10,3.59134102414e-11,23661.8913055,8.21170466646e-12,68083.7651478,3.16079357217e-09,433705.559458,0.000541527669434,671376407.078
20,2.39556918102e-11,30650.5205265,4.39246357559e-13,277.074528702,0.000475868020683,50649508.0057,2.49473781327e-11,7900.8796662
30,6.87773075882e-12,15176.4716061,0.00242469937834,648981.497069,1.79335644814e-11,7947.47846864,5.3659299771e-11,8437.18142293
40,0.00116681285505,7985824.69157,2.73547026496e-12,4704.5014313,1.53430136578e-11,10595.0410053,1.65385695903e-12,1131.66884389
50,1.97646294632e-11,11681.7073811,8.11958641118e-12,8747.15872975,4.64305175376e-11,28104.962461,2.99959918294e-11,45019.8286325
60,1.39320937465e-11,9605.99506034,2.16246056081e-11,17756.9436681,5.70162770201e-12,11485.893533,9.33006401773e-12,8900.08229825
70,0.0239540542926,78826.5157471,4.24230012492e-11,64865.5647144,1.9454385248e-11,17235.6020221,3.15544964959e-11,20907.1423545
80,1.13678879185e-11,19724.3041995,3.10790710711e-12,1822.4708312,1.36119468879e-11,8079.00210623,5.45101434716e-12,4694.73966406
90,6.35148787625e-11,47622.7819007,2.18824307498e-11,30541.0329651,1.06240335403e-10,88907.6761113,9.11875428033e-12,4747.12789005
100,0.0102622836659,1577238.98105,0.000702400958938,2614890.9296,8.05898037484e-12,3450.97473952,0.0521223270792,9405095.44761
110,0.0179859145292,25599347.7921,0.01279802654,194984.600069,7.7719936028e-11,24762.7332941,9.98273968708e-12,9594.3164412
120,0.56134545911,95339.3898475,0.0440013014714,166194.118136,1.47520444116,366626.733244,0.0182256365112,753922444.759
130,0.0374760270688,435728.333324,0.0503337060687,69777.9677498,0.011155823017,751555.66942,0.0149662788072,323646.633089
140,0.0481482930717,569259.052853,2.55100408883e-11,45200.3669307,8.89398272513e-12,5050.94757824,0.0347848013154,348918.199041
150,0.284672711767,88554.9225386,0.0151249769688,462241.692322,0.0269109723532,114630.07674,23.4913227687,119066.91767
160,0.0344204012732,80517.7115188,0.0217903050688,466276.038475,6.24841261806e-12,4125.97205146,0.0912750564724,186005.926902
170,0.0248143556811,71939.5488508,0.0542309144521,136618.549134,0.000245766602911,74553393.4404,1.25247751853e-11,5331.3905836
180,0.00340113258298,50496580.4798,0.0229551446823,466369.696792,0.00025786209649,23682667.23,0.109867008966,649403.096463
190,0.402474271179,96864.7489132,4.54541565608e-11,58511.2947815,0.150722026173,1506026.47566,0.00588391451372,443049269.319
200,0.24883567765,119370.586963,0.0120288678687,273510.657535,1.00284974858e-11,4463.8478076,0.378016428828,96319.9248118
210,0.0206102530625,90745.3148944,0.00955892733067,1534555.34693,0.0990799305214,1619032.43208,0.0142457275731,1588327.97616
220,0.607210275552,70929.4188021,2.48823382656e-11,24235.402835,0.00142242387732,1256479.10535,0.000216336762632,841161600.185
230,8.81591680525,103820.999162,0.185150760852,514593.812124,0.00859513639485,60941701.1956,2338.9020832,1189641.95283
240,0.702843392918,61153.5452489,0.00451131434948,3385796.09793,0.208512774341,15328123.6042,0.42587995024,1986624.59558
250,0.118241271083,36236.7458654,0.00221237815513,1953192.53578,0.00391913389431,1767113.99192,2.01237704632e-11,31791.1013989
260,0.00216968808868,67014531.6949
